division,round,matchday,team_a,team_b,score_a,score_b,game,side,player_slug,player_label,champion,position,k,d,a,win
División 3,Jornada 1,1,DimoniX,Team Meet Valhalla,0,1,1,B,,DavidLaid,,,2,2,15,1
División 3,Jornada 1,1,Nova Outlaws,404 Black,1,0,1,A,,Yoru,,,6,2,6,1
División 3,Jornada 1,1,Nova Outlaws,404 Black,1,0,1,A,,Pituneta,,,9,2,8,1
División 3,Jornada 1,1,Nova Outlaws,404 Black,1,0,1,A,,settem,,,8,1,13,1
División 3,Jornada 1,1,Nova Outlaws,404 Black,1,0,1,A,,Pajkaro,,,6,2,14,1
División 3,Jornada 1,1,Nova Outlaws,404 Black,1,0,1,A,,Rafuko,,,0,5,16,1
División 3,Jornada 1,1,Nova Outlaws,404 Black,1,0,1,B,,BLACK Elpernas,,,1,9,3,0
División 3,Jornada 1,1,Nova Outlaws,404 Black,1,0,1,B,,BLACK moonred,,,4,6,5,0
División 3,Jornada 1,1,Nova Outlaws,404 Black,1,0,1,B,,NervioZo,,,3,4,5,0
División 3,Jornada 1,1,Nova Outlaws,404 Black,1,0,1,B,,Nivkoly,,,4,3,2,0
División 3,Jornada 1,1,Nova Outlaws,404 Black,1,0,1,B,,BLACK pablirou,,,0,7,7,0
División 3,Jornada 1,1,UB Ascensus,Big Yahu Esports,1,0,1,A,,Skiler99,Ornn,Top,2,1,7,1
División 3,Jornada 1,1,UB Ascensus,Big Yahu Esports,1,0,1,A,,Torresinho,Vi,Jungle,8,0,12,1
División 3,Jornada 1,1,UB Ascensus,Big Yahu Esports,1,0,1,A,,afransi6,Ahri,Mid,11,0,8,1
División 3,Jornada 1,1,UB Ascensus,Big Yahu Esports,1,0,1,A,,Sant Cugat,Caitlyn,ADC,4,2,9,1
División 3,Jornada 1,1,UB Ascensus,Big Yahu Esports,1,0,1,A,,Cramitus,Karma,Support,1,1,16,1
División 3,Jornada 1,1,UB Ascensus,Big Yahu Esports,1,0,1,B,,nR Necrox,Illaoi,Top,1,3,0,0
División 3,Jornada 1,1,UB Ascensus,Big Yahu Esports,1,0,1,B,,YAHU POTTER,Jarvan IV,Jungle,1,4,2,0
División 3,Jornada 1,1,UB Ascensus,Big Yahu Esports,1,0,1,B,,Jarixo,Galio,Mid,0,8,1,0
División 3,Jornada 1,1,UB Ascensus,Big Yahu Esports,1,0,1,B,,YAHU ABALOS,Ziggs,ADC,2,5,2,0
División 3,Jornada 1,1,UB Ascensus,Big Yahu Esports,1,0,1,B,,L4S Irusch,Rell,Support,0,6,3,0
División 3,Jornada 1,1,Valkiria's Thunder,Void Lynx,1,0,1,A,,PoMaMo,Rumble,Top,2,3,15,1
División 3,Jornada 1,1,Valkiria's Thunder,Void Lynx,1,0,1,A,,gohh,Jarvan IV,Jungle,6,2,20,1
División 3,Jornada 1,1,Valkiria's Thunder,Void Lynx,1,0,1,A,,GoRinKai,,Mid,13,7,7,1
División 3,Jornada 1,1,Valkiria's Thunder,Void Lynx,1,0,1,A,,Billy Butcher,Vayne,ADC,7,8,12,1
División 3,Jornada 1,1,Valkiria's Thunder,Void Lynx,1,0,1,A,,Tyler Durden,Nautilus,Support,2,5,23,1
División 3,Jornada 1,1,Valkiria's Thunder,Void Lynx,1,0,1,B,,Kaserolo,K'Sante,Top,2,5,6,0
División 3,Jornada 1,1,Valkiria's Thunder,Void Lynx,1,0,1,B,,Tamudor,Pantheon,Jungle,4,8,10,0
División 3,Jornada 1,1,Valkiria's Thunder,Void Lynx,1,0,1,B,,Upss,Seraphine,Mid,9,3,9,0
División 3,Jornada 1,1,Valkiria's Thunder,Void Lynx,1,0,1,B,,arnoop88,Sivir,ADC,9,8,12,0
División 3,Jornada 1,1,Valkiria's Thunder,Void Lynx,1,0,1,B,,Rell,Rell,Support,1,6,21,0
División 4,Jornada 1,1,404 Academy,NEO GLORY,1,0,1,A,,K Kvaratskhelia,,,6,7,7,1
División 4,Jornada 1,1,404 Academy,NEO GLORY,1,0,1,A,,404 Dinithor,,,5,3,13,1
División 4,Jornada 1,1,404 Academy,NEO GLORY,1,0,1,A,,ErMaRtINeZ,,,6,6,9,1
División 4,Jornada 1,1,404 Academy,NEO GLORY,1,0,1,A,,Tamamo cross,,,6,5,10,1
División 4,Jornada 1,1,404 Academy,NEO GLORY,1,0,1,A,,404 rubenaso,,,1,8,17,1
División 4,Jornada 1,1,404 Academy,NEO GLORY,1,0,1,B,,Richard Grayson,,,11,6,4,0
División 4,Jornada 1,1,404 Academy,NEO GLORY,1,0,1,B,,Low Cortisol Bee,,,5,5,10,0
División 4,Jornada 1,1,404 Academy,NEO GLORY,1,0,1,B,,KPT Tudela,,,2,4,10,0
División 4,Jornada 1,1,404 Academy,NEO GLORY,1,0,1,B,,NGLY Rojaa,,,9,4,2,0
División 4,Jornada 1,1,404 Academy,NEO GLORY,1,0,1,B,,NGLY Nifi,,,2,5,11,0
División 4,Jornada 1,1,Uniovi eSports,Black Bird Abyss,1,0,1,A,,Mighty Clown,,,11,4,6,1
División 4,Jornada 1,1,Uniovi eSports,Black Bird Abyss,1,0,1,A,,Qin Shi Huang,,,2,4,10,1
División 4,Jornada 1,1,Uniovi eSports,Black Bird Abyss,1,0,1,A,,guiv3,,,5,1,7,1
División 4,Jornada 1,1,Uniovi eSports,Black Bird Abyss,1,0,1,A,,Clubserg69,,,6,5,5,1
División 4,Jornada 1,1,Uniovi eSports,Black Bird Abyss,1,0,1,A,,JokerMagnific,,,0,0,20,1
División 4,Jornada 1,1,Uniovi eSports,Black Bird Abyss,1,0,1,B,,monoenlacabeza84,,,3,6,7,0
División 4,Jornada 1,1,Uniovi eSports,Black Bird Abyss,1,0,1,B,,Ð4rking,,,3,6,9,0
División 4,Jornada 1,1,Uniovi eSports,Black Bird Abyss,1,0,1,B,,Heroe1303,,,5,6,0,0
División 4,Jornada 1,1,Uniovi eSports,Black Bird Abyss,1,0,1,B,,INF RuyMiau,,,3,4,4,0
División 4,Jornada 1,1,Uniovi eSports,Black Bird Abyss,1,0,1,B,,BBA Little Fox,,,0,2,9,0
División 4,Jornada 1,1,ZRYN esports,Peek A Boo Esports,0,1,1,A,,PREPUsuCIO,Ornn,Top,4,4,12,0
División 4,Jornada 1,1,ZRYN esports,Peek A Boo Esports,0,1,1,A,,Charlee Sin,Xin Zhao,Jungle,8,2,9,0
División 4,Jornada 1,1,ZRYN esports,Peek A Boo Esports,0,1,1,A,,Tanago,Azir,Mid,5,5,12,0
División 4,Jornada 1,1,ZRYN esports,Peek A Boo Esports,0,1,1,A,,Nometo Unacú,Ashe,ADC,8,5,10,0
División 4,Jornada 1,1,ZRYN esports,Peek A Boo Esports,0,1,1,A,,Faenol,Karma,Support,2,2,21,0
División 4,Jornada 1,1,ZRYN esports,Peek A Boo Esports,0,1,1,B,,PAB Elysia,Yone,Top,10,7,3,1
División 4,Jornada 1,1,ZRYN esports,Peek A Boo Esports,0,1,1,B,,PAB El truco,Jarvan IV,Jungle,0,8,11,1
División 4,Jornada 1,1,ZRYN esports,Peek A Boo Esports,0,1,1,B,,PAB Wiwitxu,Morgana,Mid,2,3,7,1
División 4,Jornada 1,1,ZRYN esports,Peek A Boo Esports,0,1,1,B,,PAB Pecto,Sivir,ADC,5,4,7,1
División 4,Jornada 1,1,ZRYN esports,Peek A Boo Esports,0,1,1,B,,PAB Zotes,Seraphine,Support,1,5,13,1
División 4,Jornada 1,1,404 Legacy,NX5 eSports Black,0,1,1,A,,SOS Swar,Gnar,Top,1,6,2,0
División 4,Jornada 1,1,404 Legacy,NX5 eSports Black,0,1,1,A,,QMM MASTER,Poppy,Jungle,2,6,2,0
División 4,Jornada 1,1,404 Legacy,NX5 eSports Black,0,1,1,A,,Krazel,Locke,Mid,4,4,5,0
División 4,Jornada 1,1,404 Legacy,NX5 eSports Black,0,1,1,A,,QMM 마법사,Xayah,ADC,4,4,1,0
División 4,Jornada 1,1,404 Legacy,NX5 eSports Black,0,1,1,A,,ElyBot,Seraphine,Support,0,3,6,0
División 4,Jornada 1,1,404 Legacy,NX5 eSports Black,0,1,1,B,,NX5 KingKai,Ornn,Top,5,3,8,1
División 4,Jornada 1,1,404 Legacy,NX5 eSports Black,0,1,1,B,,NX5 Tarnacks,Wukong,Jungle,5,2,12,1
División 4,Jornada 1,1,404 Legacy,NX5 eSports Black,0,1,1,B,,NX5 Chobitooo,Anivia,Mid,8,0,9,1
División 4,Jornada 1,1,404 Legacy,NX5 eSports Black,0,1,1,B,,NX5 SRRA,Caitlyn,ADC,5,5,7,1
División 4,Jornada 1,1,404 Legacy,NX5 eSports Black,0,1,1,B,,NX5 MONORail,Rakan,Support,0,1,17,1
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,A,,Bulvasaur,Gnar,Top,4,4,5,1
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,A,,Patrick Jane,Wukong,Jungle,3,3,11,1
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,A,,carde,Viktor,Mid,9,1,1,1
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,A,,Rize Kamishiro,Sivir,ADC,7,0,7,1
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,A,,Simo Häyhä,Leona,Support,0,2,15,1
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,B,,ErBicho,Cho'Gath,Top,2,6,3,0
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,B,,PFX Zibys,Xin Zhao,Jungle,5,6,4,0
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,B,,Heyslime,Yone,Mid,1,4,2,0
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,B,,RIS Nacht,Xayah,ADC,1,3,2,0
División 4,Jornada 1,1,Rising Birds Redux,ROSES IN SPRING Blue,1,0,1,B,,Tragedy,Hwei,Support,1,4,4,0
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,A,,Arashi,Ornn,Top,0,7,3,0
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,A,,DMNX xXDATERXx,Jarvan IV,Jungle,1,6,10,0
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,A,,Atreides,Ahri,Mid,3,6,4,0
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,A,,DMNX TIXØ,Ezreal,ADC,10,3,3,0
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,A,,DMNX Diamond,Karma,Support,2,2,11,0
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,B,,Rivalless,Camille,Top,14,1,4,1
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,B,,pmq,Wukong,Jungle,4,4,10,1
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,B,,esportslink1,Anivia,Mid,1,2,8,1
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,B,,G2 Cabs Sama,Caitlyn,ADC,5,3,4,1
División 4,Jornada 1,1,DimoniX ACADEMY,PANTUMAKA GANG,0,1,1,B,,S T E P M E N,Lux,Support,0,6,11,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,A,,KINGE_Epsnein,K'Sante,Top,2,6,2,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,A,,noireh,Shyvana,Jungle,1,11,0,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,A,,KINGE_Ronwayo,Akali,Mid,5,8,0,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,A,,ArepaMaster,Corki,ADC,2,8,3,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,A,,SrPato,Nami,Support,0,8,4,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,B,,RozaKled,Garen,Top,8,2,7,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,B,,Faliyo,Xin Zhao,Jungle,9,2,15,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,B,,xSamuPingu,Locke,Mid,18,2,7,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,B,,mariocaro13,Ashe,ADC,6,2,11,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Nexus,0,1,1,B,,404 Dinithor,Nautilus,Support,0,2,16,1
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,A,,Juls,Vayne,Top,2,6,1,0
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,A,,tojesh,Wukong,Jungle,1,5,7,0
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,A,,Vertig,Syndra,Mid,4,5,4,0
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,A,,Nøt Mµerte,Mel,ADC,4,4,4,0
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,A,,Nøt Yorµ,Karma,Support,0,4,6,0
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,B,,Herobayer,Sion,Top,4,2,10,1
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,B,,DaKoR,Pantheon,Jungle,7,5,11,1
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,B,,søcraM,Xerath,Mid,7,1,7,1
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,B,,CVR JC4,Lucian,ADC,6,2,7,1
División 4,Jornada 1,1,Noctumbra,Clover eSports,0,1,1,B,,Nemesis,Milio,Support,0,1,14,1
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,A,,canelon99,Zac,Top,6,3,3,0
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,A,,RAI zasawe,Wukong,Jungle,0,5,4,0
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,A,,GeminisSoul,Orianna,Mid,2,3,2,0
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,A,,BIG YAHU LP PLS,Lucian,ADC,2,5,1,0
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,A,,Last K1NG,Braum,Support,1,6,5,0
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,B,,Señor Wagner,Sion,Top,2,3,4,1
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,B,,Syntax,Ivern,Jungle,0,3,15,1
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,B,,LUISOMAKISO,Anivia,Mid,10,0,3,1
División 4,Jornada 1,1,RAI RAI Esports,Unknown Family Gaming,0,1,1,B,,MehWi,Kai'Sa,ADC,9,2,7,1
