division,round,matchday,team_a,team_b,score_a,score_b,game,side,player_slug,player_label,champion,position,k,d,a,win
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,1,B,,Bolyy1,Karma,Support,0,5,14,1
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,2,A,,PirataFunado,,Top,1,1,1,0
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,2,A,,Salgueiro,,Jungle,1,5,3,0
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,2,A,,BACKSHOTS MAWUI,,Mid,3,3,3,0
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,2,A,,2 6,,ADC,1,5,1,0
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,2,A,,donec perficiam,,Support,1,3,3,0
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,2,B,,Leggionaire,,Top,0,1,2,1
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,2,B,,galena2134,,Jungle,3,1,14,1
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,2,B,,Zenith,,Mid,7,2,9,1
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,2,B,,Aleykxar,,ADC,7,2,4,1
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,2,B,,Bolyy1,,Support,0,1,12,1
División 2,Jornada 2,2,VentuCorp eSports LOL,MADE IN HEAVEN,0,2,1,A,,Pankiu,Vayne,Top,6,6,4,0
División 2,Jornada 2,2,VentuCorp eSports LOL,MADE IN HEAVEN,0,2,1,A,,Deceller,Zyra,Jungle,9,7,11,0
División 2,Jornada 2,2,VentuCorp eSports LOL,MADE IN HEAVEN,0,2,1,A,,FreeParking,Viktor,Mid,3,8,9,0
División 2,Jornada 2,2,VentuCorp eSports LOL,MADE IN HEAVEN,0,2,1,A,,RANKOR AD,Kai'Sa,ADC,6,7,7,0
División 2,Jornada 2,2,VentuCorp eSports LOL,MADE IN HEAVEN,0,2,1,A,,xNearK AG,Neeko,Support,1,8,12,0
División 2,Jornada 2,2,VentuCorp eSports LOL,MADE IN HEAVEN,0,2,1,B,,Jervo,Ornn,Top,2,5,7,1
División 2,Jornada 2,2,VentuCorp eSports LOL,MADE IN HEAVEN,0,2,1,B,,BIBERON,Skarner,Jungle,10,5,8,1
División 2,Jornada 2,2,VentuCorp eSports LOL,MADE IN HEAVEN,0,2,1,B,,hell on earth,Sylas,Mid,16,6,4,1
División 2,Jornada 2,2,VentuCorp eSports LOL,MADE IN HEAVEN,0,2,1,B,,SECO BOY,Zeri,ADC,7,3,11,1
División 2,Jornada 2,2,VentuCorp eSports LOL,MADE IN HEAVEN,0,2,1,B,,Yocks,Rell,Support,1,6,21,1
División 2,Jornada 3,3,DPT,MADE IN HEAVEN,0,2,1,A,,Pablo el Pedrolo,Renekton,Top,0,5,3,0
División 2,Jornada 3,3,DPT,MADE IN HEAVEN,0,2,1,A,,Galician Canyon,Graves,Jungle,1,5,7,0
División 2,Jornada 3,3,DPT,MADE IN HEAVEN,0,2,1,A,,Galician Chovy,Lissandra,Mid,2,8,5,0
División 2,Jornada 3,3,DPT,MADE IN HEAVEN,0,2,1,A,,dearly beloved,Ezreal,ADC,4,2,4,0
División 2,Jornada 3,3,DPT,MADE IN HEAVEN,0,2,1,A,,Kaladin,Braum,Support,2,5,7,0
División 2,Jornada 3,3,DPT,MADE IN HEAVEN,0,2,1,B,,Parlis,Gnar,Top,3,2,3,1
División 2,Jornada 3,3,DPT,MADE IN HEAVEN,0,2,1,B,,BIBERON,Wukong,Jungle,4,2,12,1
División 2,Jornada 3,3,DPT,MADE IN HEAVEN,0,2,1,B,,hell on earth,Akali,Mid,6,2,6,1
División 2,Jornada 3,3,DPT,MADE IN HEAVEN,0,2,1,B,,SECO BOY,Zeri,ADC,11,1,7,1
División 2,Jornada 3,3,DPT,MADE IN HEAVEN,0,2,1,B,,Yocks,Rell,Support,1,2,17,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,1,A,,Alex,,,5,6,5,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,1,A,,Nacho,,,2,6,6,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,1,A,,GuanchO,,,1,6,4,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,1,A,,REY DE LA CLOACA,,,5,7,8,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,1,A,,Culoncin,,,3,8,9,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,1,B,,PirataFunado,,Top,1,2,9,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,1,B,,Salgueiro,,Jungle,12,3,11,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,1,B,,BACKSHOTS MAWUI,,Mid,8,3,14,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,1,B,,2 6,,ADC,11,4,16,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,1,B,,donec perficiam,,Support,1,4,25,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,2,A,,Alex,,,9,4,4,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,2,A,,Nacho,,,2,6,4,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,2,A,,GuanchO,,,1,5,6,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,2,A,,REY DE LA CLOACA,,,7,6,1,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,2,A,,Culoncin,,,2,5,6,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,2,B,,PirataFunado,,Top,1,8,6,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,2,B,,Salgueiro,,Jungle,7,2,10,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,2,B,,BACKSHOTS MAWUI,,Mid,6,4,9,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,2,B,,2 6,,ADC,11,4,8,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,2,B,,donec perficiam,,Support,1,5,21,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,3,A,,Alex,,,2,3,1,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,3,A,,Nacho,,,6,1,19,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,3,A,,GuanchO,,,11,1,12,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,3,A,,REY DE LA CLOACA,,,3,2,8,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,3,A,,Culoncin,,,4,2,17,1
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,3,B,,PirataFunado,,Top,1,2,3,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,3,B,,Salgueiro,,Jungle,3,8,2,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,3,B,,BACKSHOTS MAWUI,,Mid,4,6,1,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,3,B,,2 6,,ADC,1,3,3,0
División 2,Semifinal,,BYAKKO'S BREEDERS,Guadalquivir Gaming,2,1,3,B,,donec perficiam,,Support,0,7,6,0
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,1,A,,balance,Ornn,Top,3,1,6,1
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,1,A,,DahVysx,Nocturne,Jungle,6,2,6,1
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,1,A,,Zenith,Orianna,Mid,4,3,9,1
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,1,A,,Pinki,Caitlyn,ADC,10,0,7,1
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,1,A,,Bolyy1,Bard,Support,2,2,17,1
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,1,B,,Parlis,Gnar,Top,2,4,0,0
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,1,B,,BIBERON,Malphite,Jungle,0,5,4,0
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,1,B,,hell on earth,Qiyana,Mid,5,8,0,0
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,1,B,,SECO BOY,Zeri,ADC,1,6,2,0
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,1,B,,Yocks,Lux,Support,0,2,6,0
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,2,A,,balance,Gragas,Top,6,2,6,1
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,2,A,,DahVysx,Vi,Jungle,1,0,19,1
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,2,A,,Zenith,Cassiopeia,Mid,14,1,8,1
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,2,A,,Pinki,Ezreal,ADC,9,2,14,1
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,2,A,,Bolyy1,Rell,Support,1,1,22,1
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,2,B,,Parlis,Varus,Top,1,8,2,0
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,2,B,,BIBERON,Skarner,Jungle,2,5,1,0
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,2,B,,hell on earth,Zed,Mid,2,4,1,0
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,2,B,,SECO BOY,Kai'Sa,ADC,1,7,2,0
División 2,Semifinal,,VVV,MADE IN HEAVEN,2,0,2,B,,Yocks,Nautilus,Support,0,7,5,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,1,A,,Zenith,,Mid,6,2,5,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,1,A,,balance,,Top,3,3,9,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,1,A,,freezing band,,Jungle,3,3,9,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,1,A,,Pinki,,ADC,7,1,8,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,1,A,,Bolyy1,,Support,3,1,10,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,1,B,,Alex,,,6,7,2,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,1,B,,Nacho,,,1,8,4,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,1,B,,GuanchO,,,0,2,2,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,1,B,,REY DE LA CLOACA,,,1,1,1,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,1,B,,Culoncin,,,2,4,3,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,2,A,,Zenith,,Mid,7,3,3,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,2,A,,balance,,Top,2,6,6,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,2,A,,freezing band,,Jungle,3,6,7,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,2,A,,Pinki,,ADC,8,4,7,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,2,A,,Bolyy1,,Support,2,6,12,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,2,B,,Alex,,,3,7,7,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,2,B,,Nacho,,,6,3,15,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,2,B,,GuanchO,,,8,4,10,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,2,B,,REY DE LA CLOACA,,,5,6,11,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,2,B,,Culoncin,,,3,2,13,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,3,A,,Zherathor,,Mid,7,3,3,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,3,A,,balance,,Top,1,2,9,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,3,A,,freezing band,,Jungle,7,2,13,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,3,A,,Pinki,,ADC,9,1,5,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,3,A,,Bolyy1,,Support,2,1,20,1
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,3,B,,Alex,,,2,4,1,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,3,B,,Nacho,,,4,6,2,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,3,B,,GuanchO,,,2,5,2,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,3,B,,REY DE LA CLOACA,,,1,5,0,0
División 2,Final,,VVV,BYAKKO'S BREEDERS,2,1,3,B,,Culoncin,,,0,6,4,0
División 3,Jornada 1,1,AzE,VAY eSports LoL,0,1,1,A,,Machita,Sion,Top,0,3,3,0
División 3,Jornada 1,1,AzE,VAY eSports LoL,0,1,1,A,,GMK Demon,Trundle,Jungle,2,7,3,0
División 3,Jornada 1,1,AzE,VAY eSports LoL,0,1,1,A,,NerVer,Azir,Mid,1,5,2,0
División 3,Jornada 1,1,AzE,VAY eSports LoL,0,1,1,A,,Meiq,Corki,ADC,4,2,6,0
División 3,Jornada 1,1,AzE,VAY eSports LoL,0,1,1,A,,Bon Calso,Poppy,Support,3,5,7,0
División 3,Jornada 1,1,AzE,VAY eSports LoL,0,1,1,B,,ByMaracuya,Cho'Gath,Top,11,0,3,1
División 3,Jornada 1,1,AzE,VAY eSports LoL,0,1,1,B,,VAY Đ4rking,Xin Zhao,Jungle,2,2,16,1
División 3,Jornada 1,1,AzE,VAY eSports LoL,0,1,1,B,,Cerquee10,Ahri,Mid,3,1,10,1
División 3,Jornada 1,1,AzE,VAY eSports LoL,0,1,1,B,,hoe r1der,Kalista,ADC,6,3,7,1
División 3,Jornada 1,1,AzE,VAY eSports LoL,0,1,1,B,,ÁlvaroRom,Nautilus,Support,0,4,17,1
División 3,Jornada 1,1,Team Meet Valhalla,AJA,1,0,1,A,,Xopo,,,6,4,15,1
División 3,Jornada 1,1,Team Meet Valhalla,AJA,1,0,1,A,,hajime kashimo,,,6,3,10,1
División 3,Jornada 1,1,Team Meet Valhalla,AJA,1,0,1,A,,LR DarkResure,,,8,6,11,1
División 3,Jornada 1,1,Team Meet Valhalla,AJA,1,0,1,A,,PetasuuHh,,,5,4,12,1
División 3,Jornada 1,1,Team Meet Valhalla,AJA,1,0,1,A,,DavidLaid,,,3,3,20,1
División 3,Jornada 1,1,Team Meet Valhalla,AJA,1,0,1,B,,Hikigaayaa,,,3,4,8,0
División 3,Jornada 1,1,Team Meet Valhalla,AJA,1,0,1,B,,Quevedo,,,4,6,10,0
División 3,Jornada 1,1,Team Meet Valhalla,AJA,1,0,1,B,,HeaVenlar,,,10,9,3,0
División 3,Jornada 1,1,Team Meet Valhalla,AJA,1,0,1,B,,GUAPO Y GUARRO,,,3,4,3,0
División 3,Jornada 1,1,Team Meet Valhalla,AJA,1,0,1,B,,CatGPT,,,0,5,16,0
División 3,Jornada 1,1,DimoniX,UB Ascensus,0,1,1,A,,Farlopez87,Sylas,Top,0,3,1,0
División 3,Jornada 1,1,DimoniX,UB Ascensus,0,1,1,A,,DMNX Neon,Jarvan IV,Jungle,1,4,3,0
División 3,Jornada 1,1,DimoniX,UB Ascensus,0,1,1,A,,DMNX xGogui,Neeko,Mid,4,2,1,0
División 3,Jornada 1,1,DimoniX,UB Ascensus,0,1,1,A,,victor10mar,Caitlyn,ADC,2,2,2,0
División 3,Jornada 1,1,DimoniX,UB Ascensus,0,1,1,A,,barrilNuclear,Bard,Support,0,5,4,0
División 3,Jornada 1,1,DimoniX,UB Ascensus,0,1,1,B,,Skiler99,Sion,Top,1,0,6,1
División 3,Jornada 1,1,DimoniX,UB Ascensus,0,1,1,B,,Torresinho,Lee Sin,Jungle,7,1,4,1
División 3,Jornada 1,1,DimoniX,UB Ascensus,0,1,1,B,,ORIZON,Ryze,Mid,5,2,6,1
División 3,Jornada 1,1,DimoniX,UB Ascensus,0,1,1,B,,Sant Cugat,Varus,ADC,2,3,4,1
División 3,Jornada 1,1,DimoniX,UB Ascensus,0,1,1,B,,Xyszh,Karma,Support,1,1,9,1
División 3,Jornada 1,1,NFAMY,Azure Dragons,0,1,1,A,,Oscarz8,,,1,5,2,0
División 3,Jornada 1,1,NFAMY,Azure Dragons,0,1,1,A,,LeBombo,,,2,4,1,0
División 3,Jornada 1,1,NFAMY,Azure Dragons,0,1,1,A,,Kaiser,,,0,7,4,0
División 3,Jornada 1,1,NFAMY,Azure Dragons,0,1,1,A,,Ghost Kick,,,1,9,1,0
División 3,Jornada 1,1,NFAMY,Azure Dragons,0,1,1,A,,camelboy,,,0,4,3,0
División 3,Jornada 1,1,NFAMY,Azure Dragons,0,1,1,B,,SKX NotAz3r,,,4,1,6,1
División 3,Jornada 1,1,NFAMY,Azure Dragons,0,1,1,B,,1Mathio,,,8,1,11,1
División 3,Jornada 1,1,NFAMY,Azure Dragons,0,1,1,B,,Guillem,,,9,0,6,1
División 3,Jornada 1,1,NFAMY,Azure Dragons,0,1,1,B,,broken wings,,,8,1,9,1
División 3,Jornada 1,1,NFAMY,Azure Dragons,0,1,1,B,,Hynti,,,0,1,18,1
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,1,A,,Machita,,Top,3,6,6,1
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,1,A,,GMK Demon,,Jungle,11,3,14,1
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,1,A,,NerVer,,Mid,9,1,8,1
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,1,A,,Meiq,,ADC,5,3,12,1
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,1,A,,Bon Calso,,Support,2,0,22,1
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,1,B,,CG Fronta,,,1,8,5,0
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,1,B,,CG Fito,,,2,8,6,0
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,1,B,,Wesele16,,,4,2,1,0
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,1,B,,CG Ara,,,6,6,2,0
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,1,B,,CG LaKeriaTanto,,,0,6,9,0
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,2,A,,Machita,,Top,3,1,10,1
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,2,A,,GMK Demon,,Jungle,3,4,11,1
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,2,A,,NerVer,,Mid,7,4,4,1
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,2,A,,Meiq,,ADC,9,0,4,1
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,2,A,,Bon Calso,,Support,1,1,11,1
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,2,B,,CG Fronta,,,0,3,0,0
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,2,B,,CG Fito,,,0,4,9,0
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,2,B,,Wesele16,,,10,7,0,0
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,2,B,,CG Ara,,,0,5,3,0
División 3,Jornada 2,2,AzE,Cyclon Gaming,2,0,2,B,,CG LaKeriaTanto,,,0,4,5,0
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,1,A,,PHX JC4,,,12,0,14,1
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,1,A,,Herobayer,,,5,1,11,1
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,1,A,,DaKoR,,,13,0,18,1
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,1,A,,sØcraM,,,7,3,13,1
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,1,A,,Nemesis,,,3,2,18,1
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,1,B,,hajime kashimo,,,0,8,1,0
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,1,B,,Xopo,,,3,10,2,0
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,1,B,,LR DarkResure,,,2,7,2,0
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,1,B,,DHL Sh4ggy,,,1,7,1,0
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,1,B,,DavidLaid,,,0,8,4,0
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,2,A,,PHX JC4,,,11,2,14,1
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,2,A,,Herobayer,,,6,0,17,1
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,2,A,,DaKoR,,,8,3,11,1
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,2,A,,sØcraM,,,11,0,22,1
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,2,A,,Nemesis,,,2,1,29,1
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,2,B,,hajime kashimo,,,2,8,0,0
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,2,B,,Xopo,,,0,7,4,0
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,2,B,,LR DarkResure,,,3,7,0,0
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,2,B,,DHL Sh4ggy,,,1,7,2,0
División 3,Jornada 2,2,Phoenix Ascend,Team Meet Valhalla,2,0,2,B,,DavidLaid,,,0,9,5,0
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,1,A,,SKX NotAz3r,,,1,3,5,0
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,1,A,,Fineshiii,,,2,7,4,0
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,1,A,,Guillem,,,6,5,4,0
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,1,A,,broken wings,,,4,6,4,0
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,1,A,,Hynti,,,0,7,6,0
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,1,B,,Skiler99,,Top,3,0,7,1
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,1,B,,Torresinho,,Jungle,5,4,17,1
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,1,B,,ORIZON,,Mid,3,2,19,1
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,1,B,,Sant Cugat,,ADC,16,3,9,1
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,1,B,,Xyszh,,Support,1,4,21,1
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,2,A,,SKX NotAz3r,,,3,6,3,0
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,2,A,,Fineshiii,,,4,8,5,0
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,2,A,,Guillem,,,6,4,3,0
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,2,A,,broken wings,,,4,5,6,0
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,2,A,,Hynti,,,0,5,13,0
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,2,B,,Skiler99,,Top,3,0,10,1
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,2,B,,Torresinho,,Jungle,8,3,16,1
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,2,B,,ORIZON,,Mid,6,3,8,1
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,2,B,,Sant Cugat,,ADC,11,7,11,1
División 3,Jornada 2,2,Azure Dragons,UB Ascensus,0,2,2,B,,Xyszh,,Support,0,4,18,1
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,1,A,,DMNX Farlopez,,Top,3,1,9,1
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,1,A,,DMNX Neon,,Jungle,5,1,11,1
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,1,A,,DMNX xGogui,,Mid,6,3,5,1
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,1,A,,victor10mar,,ADC,4,4,4,1
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,1,A,,barrilNuclear,,Support,1,4,13,1
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,1,B,,Oscarz8,,,7,2,2,0
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,1,B,,zNeich9,,,0,5,3,0
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,1,B,,Kaiser,,,4,5,5,0
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,1,B,,Ghost Kick,,,2,4,4,0
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,1,B,,camelboy,,,0,3,12,0
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,2,A,,DMNX Farlopez,,Top,6,5,5,1
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,2,A,,DMNX Neon,,Jungle,7,7,5,1
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,2,A,,DMNX xGogui,,Mid,1,2,11,1
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,2,A,,victor10mar,,ADC,9,2,9,1
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,2,A,,barrilNuclear,,Support,0,5,21,1
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,2,B,,Oscarz8,,,4,6,4,0
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,2,B,,zNeich9,,,6,5,2,0
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,2,B,,Kaiser,,,2,4,7,0
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,2,B,,Ghost Kick,,,4,3,8,0
División 3,Jornada 2,2,DimoniX,NFAMY,2,0,2,B,,camelboy,,,3,5,11,0
División 3,Jornada 2,2,SusLeague,Koryu Budo Kaiju,2,0,1,A,,Lenin,Galio,Top,3,1,5,1
División 3,Jornada 2,2,SusLeague,Koryu Budo Kaiju,2,0,1,A,,Molanes,Jarvan IV,Jungle,2,3,18,1
División 3,Jornada 2,2,SusLeague,Koryu Budo Kaiju,2,0,1,A,,Rinnêgan,Anivia,Mid,5,0,8,1
División 3,Jornada 2,2,SusLeague,Koryu Budo Kaiju,2,0,1,A,,luvicide,Ezreal,ADC,18,4,5,1
División 3,Jornada 2,2,SusLeague,Koryu Budo Kaiju,2,0,1,A,,Lechubraos,Karma,Support,1,6,20,1
División 3,Jornada 2,2,SusLeague,Koryu Budo Kaiju,2,0,1,B,,KB Despo,Rumble,Top,0,4,2,0
División 3,Jornada 2,2,SusLeague,Koryu Budo Kaiju,2,0,1,B,,J Lgend,Rek'Sai,Jungle,4,7,3,0
División 3,Jornada 2,2,SusLeague,Koryu Budo Kaiju,2,0,1,B,,De Tora Si Soy,Smolder,Mid,6,3,3,0
